CODCOMP,H_TOT,P_TOT,H_PAR,P_TOT_PAR
1801227400,0,0,0,0
1801227600,18,51,18,51
1801227601,29,94,29,94
1801327001,0,0,0,0
1801327002,142,445,142,445
1801327003,8,24,8,24
1801327004,22,80,22,80
1801327700,33,125,33,125
1801327701,0,0,0,0
1801327800,52,172,51,142
1801427600,222,701,222,701
1801427801,80,239,80,239
1801527601,0,0,0,0
1801527602,4,13,4,13
1801527700,0,0,0,0
1801527701,0,0,0,0
1801627600,15,56,15,56
1801627601,40,154,40,154
1801627804,29,126,28,100
1801627805,13,48,13,48
1801627806,31,118,31,118
1801627809,35,114,35,114
1801627810,40,120,40,120
1801627811,22,77,22,77
1802004001,2,5,2,5
1802004002,4,10,4,10
1802005002,5,11,5,11
1802005003,8,24,8,24
1802005004,2,6,2,6
1802006003,32,94,32,94
1802006004,17,46,17,46
1802006005,12,44,12,44
1802007002,33,82,33,82
1802007003,21,72,21,72
1802007004,18,47,18,47
1802009001,7,29,7,29
1802009002,4,7,4,7
1802009003,2,7,2,7
1802009004,7,25,7,25
1802009005,1,3,1,3
1802009006,3,9,3,9
1802009008,1,4,1,4
1802009009,1,4,1,4
1802009400,0,0,0,0
1802009401,0,0,0,0
1802009500,0,0,0,0
1802009501,0,0,0,0
1802009502,0,0,0,0
1802009503,0,0,0,0
1802009504,0,0,0,0
1802101001,3,3,3,3
1802101002,2,3,2,3
1802101003,0,0,0,0
1802101004,2,9,2,9
1802101005,0,0,0,0
1802101006,3,13,3,13
1802101007,6,31,6,31
1802101008,6,15,6,15
1802101009,6,13,6,13
1802101010,0,0,0,0
1802101011,1,1,1,1
1802101012,0,0,0,0
1802101013,2,5,2,5
1802101014,3,7,3,7
1802101015,4,10,4,10
1802101016,11,24,11,24
1802101017,1,2,1,2
1802101018,2,11,2,11
1802101019,0,0,0,0
1802101020,7,13,7,13
1802101021,9,27,9,27
1802102001,4,15,4,15
1802102002,3,12,3,12
1802102003,5,13,5,13
1802102004,8,21,8,21
1802102005,6,16,6,16
1802102006,1,3,1,3
1802102007,11,29,11,29
1802102008,3,7,3,7
1802102009,4,6,4,6
1802102010,7,18,7,18
1802102011,4,11,4,11
1802102012,3,8,3,8
1802102013,7,18,7,18
1802102014,7,21,7,21
1802102015,9,29,9,29
1802102016,4,15,4,15
1802102038,2,10,2,10
1802102600,7,16,7,16
1802102800,1,1,1,1
1802102801,5,22,5,22
1802102802,4,16,4,16
1802102803,6,33,6,33
1802102804,8,17,8,17
1802102805,10,42,10,42
1802102806,0,0,0,0
1802102807,0,0,0,0
1802103001,6,17,6,17
1802103002,2,5,2,5
1802103003,10,28,10,28
1802103004,6,17,6,17
1802103005,4,9,4,9
1802103020,2,3,2,3
1802103021,7,13,7,13
1802103022,1,2,1,2
1802103400,0,0,0,0
1802103401,0,0,0,0
1802103402,0,0,0,0
1802103403,0,0,0,0
1802103404,0,0,0,0
1802103405,0,0,0,0
1802103406,0,0,0,0
1802103407,0,0,0,0
1802103408,0,0,0,0
1802103600,0,0,0,0
1802108003,27,68,27,68
1802108806,32,89,32,89
1802201022,4,7,4,7
1802201023,6,17,6,17
1802201024,5,7,5,7
1802201025,0,0,0,0
1802201026,7,13,7,13
1802201027,5,12,5,12
1802201028,4,12,4,12
1802201029,3,12,3,12
1802201030,0,0,0,0
1802201031,11,38,11,38
1802201032,6,20,6,20
1802201033,0,0,0,0
1802201034,9,20,9,20
1802201035,8,21,8,21
1802201036,10,28,10,28
1802201037,5,13,5,13
1802201038,5,14,5,14
1802202018,1,4,1,4
1802202019,3,10,3,10
1802202020,7,14,7,14
1802202021,5,15,5,15
1802202022,2,6,2,6
1802202023,6,18,6,18
1802202024,5,19,5,19
1802202025,1,1,1,1
1802202026,6,16,6,16
1802202027,5,15,5,15
1802202028,13,34,13,34
1802202030,4,9,4,9
1802202031,3,6,3,6
1802202033,5,6,5,6
1802202034,4,11,4,11
1802202035,0,0,0,0
1802202036,0,0,0,0
1802202700,8,33,8,33
1802203006,5,15,5,15
1802203007,2,4,2,4
1802203008,4,14,4,14
1802203009,1,5,1,5
1802203011,32,135,32,135
1802203012,6,21,6,21
1802203013,8,29,8,29
1802203014,11,38,11,38
1802203015,5,26,5,26
1802203016,9,37,9,37
1802203017,0,0,0,0
1802203018,9,32,9,32
1802203400,0,0,0,0
1802203401,0,0,0,0
1802203402,0,0,0,0
1802203403,0,0,0,0
1802203404,0,0,0,0
1802208002,6,22,6,22
1802208003,17,51,17,51
1802208004,10,26,10,26
1802208005,7,22,7,22
1802208006,9,40,9,40
1802208007,7,28,7,28
1802208008,9,35,9,35
1802208009,4,16,4,16
1802208010,7,23,7,23
1802208011,13,44,13,44
1802208012,14,45,14,45
1802208400,0,0,0,0
1802208401,0,0,0,0
1802208402,0,0,0,0
1802208403,0,0,0,0
1802208404,0,0,0,0
1802208405,0,0,0,0
1802208406,0,0,0,0
1802208407,0,0,0,0
1802208600,6,26,6,26
1802208801,10,39,10,39
1802208802,3,13,3,13
1802208803,3,13,3,13
1802208804,4,13,4,13
1802208805,12,54,12,54
1803004001,2,9,2,9
1803004002,10,23,10,23
1803004003,2,4,2,4
1803005001,46,134,46,134
1803005002,29,101,29,101
1803005003,1,6,1,6
1803007004,3,7,3,7
1803007005,12,36,12,36
1803007306,6,18,6,18
1803101003,4,8,4,8
1803101600,4,12,4,12
1803102003,3,5,3,5
1803102004,3,4,3,4
1803102800,16,37,16,37
1803103004,33,74,33,74
1803103006,3,7,3,7
1803103007,1,1,1,1
1803103600,3,4,3,4
1803106005,9,16,9,16
1803106006,8,23,8,23
1803106007,3,9,3,9
1803106600,195,624,195,624
1803201600,1,5,1,5
1803201601,3,10,3,10
1803201602,0,0,0,0
1803201603,3,11,3,11
1803202600,4,10,4,10
1803202601,1,1,1,1
1803202602,4,13,4,13
1803202603,8,29,8,29
1803202803,5,19,5,19
1803202804,5,10,5,10
1803202805,2,9,2,9
1803202806,7,17,7,17
1803202807,9,20,9,20
1803202808,9,32,8,31
1803203600,6,20,6,20
1803203601,1,1,1,1
1803203602,12,25,12,25
1803203603,20,46,20,46
1803203801,3,9,3,9
1803203802,1,2,1,2
1803203803,1,4,1,4
1803206600,8,32,8,32
1803206601,0,0,0,0
1803206604,1,5,1,5
1803206700,9,33,9,33
1803206801,11,40,11,40
1803206802,2,10,2,10
1803206803,4,13,4,13
1804002002,8,23,8,23
1804002103,9,29,9,29
1804003002,7,16,7,16
1804003003,2,6,2,6
1804003004,3,9,3,9
1804004002,3,7,3,7
1804004003,5,17,5,17
1804004004,32,99,32,99
1804005002,9,28,9,28
1804005003,1,2,1,2
1804101005,36,106,36,106
1804101006,6,21,6,21
1804101800,41,144,41,144
1804201801,8,26,8,26
1804201802,2,3,2,3
1804201803,0,0,0,0
1804201804,11,41,11,41
1804201805,2,9,2,9
1804201806,3,8,3,8
1805001001,4,10,4,10
1805001002,7,19,7,19
1805001003,0,0,0,0
1805001004,5,12,5,12
1805001006,6,12,6,12
1805001007,3,8,3,8
1805001008,5,15,5,15
1805001009,3,14,3,14
1805001010,3,9,3,9
1805001011,0,0,0,0
1805001012,9,25,9,25
1805001015,2,2,2,2
1805001016,5,10,5,10
1805001017,3,6,3,6
1805001019,3,15,3,15
1805001020,2,4,2,4
1805001600,4,6,4,6
1805001601,4,21,4,21
1805001800,6,16,6,16
1805001801,9,31,9,31
1805002009,0,0,0,0
1805002600,5,12,5,12
1805002601,2,5,2,5
1805002700,1,2,1,2
1805003001,0,0,0,0
1805003002,73,215,72,208
1805004103,75,183,75,183
1805005002,0,0,0,0
1805005003,0,0,0,0
1805006001,23,56,23,56
1805006002,11,38,11,38
1805007001,20,49,20,49
1805007002,8,21,8,21
1806001001,9,42,9,42
1806001002,23,75,23,75
1806001004,26,83,26,83
1806001005,22,75,22,75
1806001007,21,76,21,76
1806001008,62,193,62,193
1806001011,16,52,16,52
1806001012,51,158,51,158
1806001013,16,52,16,52
1806001016,31,90,31,90
1806001023,25,78,25,78
1806001400,0,0,0,0
1806001401,0,0,0,0
1806001402,0,0,0,0
1806001403,0,0,0,0
1806001404,0,0,0,0
1806001405,0,0,0,0
1806001406,0,0,0,0
1806001600,25,79,25,79
1806001601,38,119,38,119
1806001602,60,210,60,210
1806001603,4,15,4,15
1806001604,13,55,13,55
1806001606,4,19,4,19
1806001607,41,124,41,124
1806001608,8,21,8,21
1806001609,12,42,12,42
1806001610,0,0,0,0
1806001611,17,52,17,52
1806001612,15,48,15,48
1806001613,42,144,42,144
1806001614,35,119,35,119
1806001615,33,97,33,97
1806001616,0,0,0,0
1806001617,16,30,16,30
1806001618,14,41,14,41
1806001619,8,30,8,30
1806001700,27,111,27,111
1806001701,25,79,24,76
1806001702,2,5,2,5
1806001800,37,164,37,164
1806001801,11,45,11,45
1806001802,23,97,23,97
1806001803,20,92,20,92
1806001805,1,4,1,4
1806001806,17,61,17,61
1806001807,20,74,20,74
1806001812,22,64,22,64
1806001813,6,14,6,14
1806001815,17,61,17,61
1806001816,22,84,22,84
1806001817,19,59,19,59
1806001818,9,32,9,32
1806001819,11,45,11,45
1806001820,15,66,15,66
1806001822,7,16,7,16
1806002001,16,47,16,47
1806002002,12,43,12,43
1806002003,20,54,20,54
1806002004,16,51,16,51
1806002005,5,24,5,24
1806002006,11,33,11,33
1806002007,17,39,17,39
1806002008,22,61,22,61
1806002010,7,18,7,18
1806002011,13,35,13,35
1806002012,23,64,23,64
1806002013,20,65,20,65
1806002014,12,42,12,42
1806002015,25,71,25,71
1806002016,14,47,14,47
1806002017,11,31,11,31
1806002018,4,16,4,16
1806002019,41,127,41,127
1806002020,18,45,18,45
1806002021,33,88,33,88
1806002022,15,41,15,41
1806002028,13,39,13,39
1806002600,40,114,40,114
1806002601,10,37,10,37
1806002800,22,69,22,69
1806002801,27,72,27,72
1806003001,6,20,6,20
1806003002,18,70,18,70
1806003003,9,27,9,27
1806003004,15,47,15,47
1806003005,11,30,11,30
1806003006,7,20,7,20
1806003007,18,51,18,51
1806003008,15,48,15,48
1806003009,7,22,7,22
1806003010,15,42,15,42
1806003011,7,13,7,13
1806003012,25,77,25,77
1806005001,7,18,7,18
1806005002,5,31,5,31
1806005003,0,0,0,0
1806006002,0,0,0,0
1806006003,10,27,10,27
1806304001,43,165,43,165
1806304002,33,108,33,108
1806304003,15,54,15,54
1806304004,6,18,6,18
1806404002,19,46,19,46
1806404003,30,89,30,89
1806404004,22,64,22,64
1806404600,43,134,43,134
1806404800,24,70,24,70
1806404802,39,138,39,138
1806504007,92,278,92,278
1806504800,142,412,142,412
1806604400,0,0,0,0
1806604600,10,24,10,24
1806704004,0,0,0,0
1806704600,213,618,213,618
1806704801,31,89,31,89
1806804600,21,78,21,78
1806804601,13,46,13,46
1807002001,22,53,22,53
1807002002,7,14,5,11
1807004001,11,31,11,31
1807004002,7,24,3,10
1807004003,30,86,28,83
1807005002,10,20,6,16
1807005003,29,72,29,72
1807006003,23,56,23,56
1807006004,40,91,34,82
1807006801,27,74,22,66
1807101002,3,11,3,11
1807101003,10,25,10,25
1807101005,6,8,6,8
1807101006,25,61,25,61
1807101007,12,34,12,34
1807101009,9,33,9,33
1807101020,24,63,24,63
1807101021,16,49,16,49
1807101022,19,47,19,47
1807101023,13,31,13,31
1807101027,34,102,34,102
1807101028,39,95,39,95
1807101029,22,58,22,58
1807101030,0,0,0,0
1807101401,0,0,0,0
1807101402,0,0,0,0
1807101403,0,0,0,0
1807101404,0,0,0,0
1807101405,0,0,0,0
1807101600,9,29,9,29
1807101601,0,0,0,0
1807101603,19,57,19,57
1807101700,2,8,2,8
1807101701,2,7,2,7
1807101702,1,1,1,1
1807101703,3,6,3,6
1807101704,0,0,0,0
1807101705,19,51,19,51
1807101706,0,0,0,0
1807101707,0,0,0,0
1807103004,6,12,2,7
1807103600,4,11,3,10
1807103803,24,65,22,60
1807201008,25,88,25,88
1807201012,1,7,1,7
1807201017,8,28,8,28
1807201019,17,44,17,44
1807201031,52,148,52,148
1807201032,34,103,34,103
1807201033,14,42,14,42
1807201034,30,75,30,75
1807201035,13,50,13,50
1807201043,6,12,6,12
1807201045,0,0,0,0
1807201046,0,0,0,0
1807201047,11,37,11,37
1807201048,10,40,10,40
1807201052,10,23,9,15
1807201400,0,0,0,0
1807201401,0,0,0,0
1807201402,0,0,0,0
1807201600,41,144,41,144
1807201601,20,61,20,61
1807201602,11,36,11,36
1807201603,8,23,8,23
1807201700,18,51,18,51
1807201701,0,0,0,0
1807201800,12,49,12,49
1807201801,9,47,9,47
1807201802,25,81,25,81
1807201803,13,65,13,65
1807201804,12,37,12,37
1807201805,6,18,6,18
1807201806,15,80,15,80
1807201807,9,25,9,25
1807201809,5,13,5,13
1807201810,9,54,9,54
1807201811,8,32,8,32
1807201812,8,39,8,39
1807201813,8,42,8,42
1807201814,8,23,8,23
1807201815,10,35,10,35
1807201816,1,3,1,3
1807203400,0,0,0,0
1807203401,0,0,0,0
1807203402,0,0,0,0
1807203600,18,47,18,47
1807203801,8,28,8,28
1807203802,7,23,7,23
1807401013,19,52,19,52
1807401014,23,65,23,65
1807401015,54,164,54,164
1807401016,0,0,0,0
1807401036,0,0,0,0
1807501038,14,48,14,48
1807501039,9,26,9,26
1807501040,6,22,6,22
1807501050,24,65,23,65
1807501051,2,4,2,4
1807501800,2,5,2,5
1808001003,40,125,36,112
1808001004,11,22,8,15
1808001005,40,101,40,101
1808001007,11,24,11,24
1808102001,26,59,26,59
1808102003,27,107,27,107
1808102600,20,47,15,41
1808103002,6,10,5,9
1808103004,20,49,20,49
1808103800,16,49,14,42
1808202500,0,0,0,0
1808202600,11,49,11,49
1808202601,0,0,0,0
1808202602,0,0,0,0
1808202603,0,0,0,0
1808202604,2,17,2,17
1808202605,9,26,9,26
1808202606,3,12,3,12
1808202607,1,6,1,6
1808202608,0,0,0,0
1808203600,1,2,1,2
1808203601,4,12,4,12
1808203602,3,13,3,13
1808203603,2,6,2,6
1808203604,2,13,1,11
1808203605,2,5,2,5
1809003001,5,19,5,19
1809003002,2,4,2,4
1809003003,9,22,9,22
1809003004,5,19,5,19
1809003005,24,79,24,79
1809003600,12,32,12,32
1809003602,16,42,16,42
1809003603,5,20,5,20
1809003604,10,33,10,33
1809003605,11,35,11,35
1809003606,38,135,38,135
1809003700,9,25,9,25
1809003802,9,16,9,16
1809003803,35,84,35,84
1809005001,0,0,0,0
1809005003,2,6,1,1
1809005004,5,10,5,10
1809005005,15,57,15,57
1809005006,8,22,8,22
1809005007,8,18,8,18
1809005008,7,16,7,16
1809005009,9,25,9,25
1809005010,0,0,0,0
1809005011,9,26,9,26
1809005012,14,51,14,51
1809005013,17,47,17,47
1809005802,10,36,10,36
1809005803,0,0,0,0
1809006002,18,52,18,52
1809006003,21,49,21,49
1809006004,9,17,9,17
1809006006,67,189,67,189
1809006105,14,31,14,31
1809007003,15,35,15,35
1809007004,31,97,31,97
1809007005,7,21,7,21
1809007006,19,42,18,41
1809008003,8,16,4,8
1809008004,17,36,16,35
1809008005,16,40,13,36
1809009009,35,96,35,96
1809009107,13,27,13,27
1809009208,10,27,10,27
1809010002,7,15,7,15
1809010003,2,5,2,5
1809010004,41,127,41,127
1809101001,0,0,0,0
1809101004,7,11,7,11
1809101005,10,20,10,20
1809101006,6,13,5,10
1809101007,12,36,12,36
1809101008,5,9,5,9
1809101009,16,32,16,32
1809101010,13,32,13,32
1809101011,10,25,10,25
1809101012,7,22,7,22
1809101013,20,75,20,75
1809101014,16,46,16,46
1809101015,0,0,0,0
1809101016,15,35,15,35
1809101017,5,13,5,13
1809101018,6,20,6,20
1809101019,6,10,6,10
1809101020,11,24,11,24
1809101021,9,16,9,16
1809101022,11,26,11,26
1809101023,6,19,6,19
1809101048,0,0,0,0
1809101049,0,0,0,0
1809101050,0,0,0,0
1809101051,17,57,17,57
1809101600,5,15,5,15
1809101601,4,22,4,22
1809101801,16,56,16,56
1809101900,0,0,0,0
1809101901,0,0,0,0
1809101902,0,0,0,0
1809102001,9,23,9,23
1809102002,0,0,0,0
1809102003,9,35,9,35
1809102004,10,23,10,23
1809102021,10,29,10,29
1809102022,16,42,16,42
1809102023,25,82,25,82
1809102024,8,24,8,24
1809102025,9,35,9,35
1809102026,10,24,10,24
1809102027,11,35,11,35
1809102028,11,31,11,31
1809102046,12,39,12,39
1809102048,6,17,6,17
1809102600,13,41,13,41
1809104015,8,30,8,30
1809104016,13,48,13,48
1809104800,17,57,17,57
1809104801,0,0,0,0
1809104803,10,27,10,27
1809201025,6,16,6,16
1809201026,3,7,3,7
1809201027,18,36,18,36
1809201028,8,18,8,18
1809201029,5,12,5,12
1809201030,3,11,3,11
1809201031,0,0,0,0
1809201032,0,0,0,0
1809201033,0,0,0,0
1809201034,5,15,5,15
1809201035,7,16,7,16
1809201036,12,26,12,26
1809201037,7,14,7,14
1809201038,0,0,0,0
1809201039,12,33,12,33
1809201040,8,22,8,22
1809201041,14,55,14,55
1809201042,0,0,0,0
1809201043,10,21,10,21
1809201044,5,13,5,13
1809201045,8,17,8,17
1809201046,8,24,8,24
1809201047,7,17,7,17
1809201700,17,51,17,51
1809202005,12,23,11,21
1809202006,8,17,8,17
1809202007,0,0,0,0
1809202008,0,0,0,0
1809202018,3,13,3,13
1809202019,13,31,13,31
1809202020,17,39,17,39
1809202029,0,0,0,0
1809202030,15,31,15,31
1809202031,10,27,10,27
1809202032,12,34,12,34
1809202042,4,13,4,13
1809202043,14,30,14,30
1809202044,4,9,4,9
1809202045,9,30,9,30
1809202055,4,11,4,11
1809202056,1,1,1,1
1809202057,24,84,24,84
1809202600,10,24,10,24
1809202601,8,26,8,26
1809202602,6,13,6,13
1809202603,0,0,0,0
1809302009,4,14,4,14
1809302010,5,12,5,12
1809302011,10,33,10,33
1809302012,2,8,2,8
1809302014,0,0,0,0
1809302015,10,30,10,30
1809302016,14,38,14,38
1809302033,12,32,12,32
1809302034,12,31,12,31
1809302036,1,3,1,3
1809302037,0,0,0,0
1809302038,0,0,0,0
1809302039,7,23,7,23
1809302040,6,18,6,18
1809302041,10,34,10,34
1809302058,7,34,7,34
1809302060,5,23,5,23
1809302159,2,3,2,3
1809302600,0,0,0,0
1809302601,0,0,0,0
1809302602,4,15,4,15
1809302700,2,4,2,4
1809302901,0,0,0,0
1809304008,0,0,0,0
1809304009,3,4,3,4
1809304010,4,8,4,8
1809304012,22,66,22,66
1809304400,0,0,0,0
1809304401,0,0,0,0
1809304402,0,0,0,0
1809304405,0,0,0,0
1809304600,26,70,26,70
1809304601,0,0,0,0
1809304602,0,0,0,0
1809304603,0,0,0,0
1809304604,0,0,0,0
1809304605,0,0,0,0
1809304606,0,0,0,0
1809304607,0,0,0,0
1809304608,0,0,0,0
1809304609,0,0,0,0
1809304610,9,23,8,21
1809404002,18,62,18,62
1809404004,2,4,2,4
1809404005,0,0,0,0
1809404601,0,0,0,0
1809404700,7,15,7,15
1809404800,7,17,7,17
1809404801,23,70,23,70
1810002001,33,91,33,91
1810002002,23,69,23,69
1810002003,35,108,35,108
1810002005,33,103,33,103
1810002006,30,96,30,96
1810002007,18,61,18,61
1810002008,30,80,30,80
1810002009,18,45,18,45
1810002010,16,44,16,44
1810002400,0,0,0,0
1810002401,0,0,0,0
1810002700,27,92,27,92
1810003001,25,56,25,56
1810003002,18,52,18,52
1810003003,23,62,23,62
1810003006,21,50,21,50
1810003008,15,31,15,31
1810003009,30,70,30,70
1810003010,27,67,27,67
1810003011,15,28,15,28
1810003012,3,4,3,4
1810003013,1,2,1,2
1810003015,16,48,16,48
1810003400,0,0,0,0
1810003401,0,0,0,0
1810003402,0,0,0,0
1810003403,0,0,0,0
1810003600,22,56,22,56
1810003601,19,53,19,53
1810004001,31,82,31,82
1810004002,13,39,13,39
1810004003,9,38,9,38
1810004005,4,10,4,10
1810004006,16,58,16,58
1810004007,17,50,17,50
1810004008,0,0,0,0
1810004009,3,7,3,7
1810004011,31,69,31,69
1810004013,4,10,4,10
1810004014,26,72,26,72
1810004015,0,0,0,0
1810004017,12,40,12,40
1810004400,0,0,0,0
1810004401,0,0,0,0
1810004402,0,0,0,0
1810004403,0,0,0,0
1810004404,0,0,0,0
1810004405,0,0,0,0
1810004406,0,0,0,0
1810004407,0,0,0,0
1810004408,0,0,0,0
1810004600,0,0,0,0
1810004601,1,4,1,4
1810004800,13,36,13,36
1810004801,29,79,29,79
1810004802,20,49,20,49
1810005001,0,0,0,0
1810005002,27,63,27,63
1810005003,18,50,18,50
1810005004,16,34,16,34
1810005007,16,38,16,38
1810005008,12,22,12,22
1810005009,11,25,11,25
1810005010,17,43,17,43
1810005011,5,21,5,21
1810005012,30,73,30,73
1810005013,20,73,19,56
1810005014,21,46,21,46
1810005015,19,43,19,43
1810005016,14,40,14,40
1810005017,43,93,43,93
1810005400,0,0,0,0
1810005401,0,0,0,0
1810005403,0,0,0,0
1810005404,0,0,0,0
1810005405,0,0,0,0
1810005406,0,0,0,0
1810005407,0,0,0,0
1810006001,8,26,8,26
1810006002,9,22,9,22
1810006003,11,29,11,29
1810006004,17,32,17,32
1810006005,1,44,0,0
1810006006,10,32,10,32
1810006007,4,11,4,11
1810006008,1,3,1,3
1810006009,46,104,46,104
1810006010,0,0,0,0
1810006011,32,83,32,83
1810006012,0,0,0,0
1810006013,20,36,20,36
1810006014,38,97,38,97
1810006015,25,110,24,59
1810006016,15,44,15,44
1810006017,0,0,0,0
1810006400,0,0,0,0
1810006401,0,0,0,0
1810006402,0,0,0,0
1810006403,0,0,0,0
1810006404,0,0,0,0
1810006405,0,0,0,0
1810006407,0,0,0,0
1810006408,0,0,0,0
1810006409,0,0,0,0
1810006410,0,0,0,0
1810006411,0,0,0,0
1810006412,0,0,0,0
1810006413,0,0,0,0
1810006414,0,0,0,0
1810006415,0,0,0,0
1810006416,0,0,0,0
1810006417,0,0,0,0
1810006418,0,0,0,0
1810006419,0,0,0,0
1810006420,0,0,0,0
1810007001,3,5,3,5
1810007002,1,2,1,2
1810007003,27,49,27,49
1810007004,30,75,30,75
1810007005,30,77,30,77
1810007006,27,68,27,68
1810007007,29,80,29,80
1810007008,35,99,35,99
1810007009,38,102,38,102
1810007010,29,95,28,85
1810007011,15,26,15,26
1810007013,30,67,30,67
1810007014,24,59,24,59
1810007015,0,0,0,0
1810007016,1,3,1,3
1810007401,0,0,0,0
1810007402,0,0,0,0
1810007403,0,0,0,0
1810007404,0,0,0,0
1810007405,0,0,0,0
1810007407,0,0,0,0
1810008001,0,0,0,0
1810008002,15,29,15,29
1810008003,22,47,22,47
1810008004,13,33,13,33
1810008005,20,40,20,40
1810008006,26,60,26,60
1810008007,28,71,28,71
1810008008,23,58,23,58
1810008009,22,79,21,71
1810008010,14,33,14,33
1810008011,18,43,18,43
1810008012,24,74,24,74
1810008013,25,70,25,70
1810008014,18,48,18,48
1810009001,19,49,19,49
1810009002,21,44,21,44
1810009003,19,52,19,52
1810009004,18,44,18,44
1810009005,0,0,0,0
1810009006,32,68,32,68
1810009007,17,44,17,44
1810009008,25,59,25,59
1810009009,21,66,21,66
1810009010,15,33,15,33
1810009011,22,43,22,43
1810009012,19,46,19,46
1810010002,13,30,13,30
1810010003,37,102,37,102
1810010004,19,45,19,45
1810010005,18,52,18,52
1810010006,25,70,25,70
1810010007,29,96,29,96
1810010008,41,129,41,129
1810010009,37,117,37,117
1810010010,22,65,22,65
1810010011,21,47,21,47
1810010600,22,64,22,64
1810010601,30,93,30,93
1810011001,20,55,20,55
1810011002,29,87,29,87
1810011003,24,77,24,77
1810011004,24,56,24,56
1810011005,21,54,21,54
1810011006,15,36,15,36
1810011007,13,39,13,39
1810011008,17,49,17,49
1810011009,21,79,21,79
1810011010,9,28,9,28
1810011011,19,64,19,64
1810011012,18,53,18,53
1810011013,19,55,19,55
1810011014,11,35,11,35
1810011015,24,85,24,85
1810012001,16,46,16,46
1810012002,11,37,11,37
1810012003,1,3,1,3
1810012004,3,8,3,8
1810012005,14,42,14,42
1810012006,0,0,0,0
1810012007,13,44,13,44
1810012008,18,52,18,52
1810012009,16,46,16,46
1810012010,19,45,19,45
1810012011,17,59,17,59
1810012012,1,2,1,2
1810012013,4,10,4,10
1810012014,20,50,20,50
1810012015,21,56,21,56
1810012016,12,34,12,34
1810012017,5,10,5,10
1810012020,1,1,1,1
1810012022,14,46,14,46
1810012023,15,46,15,46
1810012024,8,15,8,15
1810012025,12,41,12,41
1810012026,0,0,0,0
1810012027,0,0,0,0
1810012028,0,0,0,0
1810012029,0,0,0,0
1810012400,0,0,0,0
1810012600,0,0,0,0
1810014001,11,24,11,24
1810014005,0,0,0,0
1810014010,0,0,0,0
1810014011,40,108,40,108
1810014014,8,28,8,28
1810014015,18,57,18,57
1810014019,5,16,5,16
1810014020,10,40,10,40
1810014030,1,3,1,3
1810014031,9,24,9,24
1810014032,9,29,9,29
1810014033,0,0,0,0
1810014034,0,0,0,0
1810014035,2,3,2,3
1810014036,0,0,0,0
1810014400,0,0,0,0
1810014402,0,0,0,0
1810014403,0,0,0,0
1810014404,0,0,0,0
1810014405,0,0,0,0
1810014406,0,0,0,0
1810014407,0,0,0,0
1810014408,0,0,0,0
1810014409,0,0,0,0
1810014410,0,0,0,0
1810014411,0,0,0,0
1810014412,0,0,0,0
1810014414,0,0,0,0
1810014415,0,0,0,0
1810014417,0,0,0,0
1810014418,0,0,0,0
1810014419,0,0,0,0
1810014420,0,0,0,0
1810014500,0,0,0,0
1810014501,0,0,0,0
1810014502,0,0,0,0
1810014503,0,0,0,0
1810014505,0,0,0,0
1810014507,0,0,0,0
1810014508,0,0,0,0
1810014509,0,0,0,0
1810014510,0,0,0,0
1810014511,0,0,0,0
1810014600,0,0,0,0
1810014602,0,0,0,0
1810014603,0,0,0,0
1810014605,0,0,0,0
1810014607,0,0,0,0
1810014608,7,26,7,26
1810014609,0,0,0,0
1810014610,8,23,8,23
1810014611,0,0,0,0
1810014612,0,0,0,0
1810014613,0,0,0,0
1810014614,0,0,0,0
1810014617,2,8,2,8
1810014618,0,0,0,0
1810014700,0,0,0,0
1810014701,13,55,13,55
1810014702,0,0,0,0
1810014703,0,0,0,0
1810014704,0,0,0,0
1810014705,0,0,0,0
1810014706,0,0,0,0
1810014707,0,0,0,0
1810014708,0,0,0,0
1810014709,0,0,0,0
1810015001,1,2,1,2
1810015002,8,27,8,27
1810015003,3,10,3,10
1810015600,1,4,1,4
