CODCOMP,H_TOT,P_TOT,H_PAR,P_TOT_PAR
1708005001,16,42,16,42
1708005800,38,103,38,103
1708102001,7,16,7,16
1708102002,1,2,1,2
1708102003,21,57,21,57
1708102004,0,0,0,0
1708102005,9,20,9,20
1708102006,5,12,5,12
1708102007,5,20,4,9
1708102008,0,0,0,0
1708102009,4,10,4,10
1708102010,11,31,11,31
1708102011,6,16,6,16
1708102012,2,5,2,5
1708102013,6,23,6,23
1708102014,2,7,2,7
1708102015,8,18,8,18
1708102016,1,4,1,4
1708102017,5,11,5,11
1708102018,2,3,2,3
1708102019,2,11,2,11
1708102020,6,11,6,11
1708102021,5,10,5,10
1708102022,4,19,4,19
1708102023,4,15,4,15
1708102024,3,8,3,8
1708102025,8,26,8,26
1708102401,0,0,0,0
1708102402,0,0,0,0
1708102700,0,0,0,0
1708202027,16,43,16,43
1708202028,15,36,15,36
1708202029,10,36,10,36
1708202030,5,18,5,18
1708202031,2,3,2,3
1708202034,1,6,1,6
1708202036,3,14,3,14
1708202400,0,0,0,0
1708202401,0,0,0,0
1708202402,0,0,0,0
1708202403,0,0,0,0
1708202600,14,37,14,37
1708202601,13,42,13,42
1708202602,12,35,12,35
1708202800,9,28,9,28
1708202801,8,29,8,29
1708202802,4,15,4,15
1708202803,2,4,2,4
1708202804,6,29,6,29
1708202805,0,0,0,0
1708202806,12,53,12,53
1708202900,0,0,0,0
1709001001,15,36,15,36
1709001002,8,22,8,22
1709002002,33,97,33,97
1709002103,15,48,15,48
1709003001,0,0,0,0
1709003002,9,28,9,28
1709003003,6,18,6,18
1709003405,15,41,15,41
1710001001,20,63,20,63
1710001003,7,19,7,19
1710001004,7,30,7,30
1710001005,12,48,12,48
1710001007,6,22,6,22
1710001008,12,40,12,40
1710001009,12,45,12,45
1710001010,0,0,0,0
1710001011,4,15,4,15
1710001012,8,28,8,28
1710001013,12,39,12,39
1710001014,7,44,7,44
1710001015,3,12,3,12
1710001600,3,14,3,14
1710001601,3,15,3,15
1710001602,1,1,1,1
1710001603,5,21,5,21
1710002001,11,32,8,28
1710002003,7,30,7,30
1710003001,15,58,14,56
1710003002,10,24,9,23
1710004001,12,43,12,43
1710004002,20,53,19,50
1711001001,7,27,7,27
1711001002,10,30,10,30
1711003001,0,0,0,0
1711003002,0,0,0,0
1711003003,0,0,0,0
1711003004,0,0,0,0
1711003005,1,1,1,1
1711003006,2,4,2,4
1711003007,0,0,0,0
1711003008,5,14,5,14
1711003009,13,36,13,36
1711003010,0,0,0,0
1711003011,0,0,0,0
1711003012,0,0,0,0
1711003013,0,0,0,0
1711003014,0,0,0,0
1711003015,11,31,11,31
1711003016,15,46,15,46
1711003017,8,21,8,21
1711003018,0,0,0,0
1711003019,3,8,3,8
1711003020,2,6,2,6
1711003021,1,2,1,2
1711003022,1,2,1,2
1711003023,1,4,1,4
1711003024,18,64,18,64
1711003025,18,54,18,54
1711003026,9,20,9,20
1711003027,5,18,5,18
1711003028,6,14,6,14
1711003029,7,22,7,22
1711003030,3,14,3,14
1711003031,0,0,0,0
1711003400,0,0,0,0
1711003402,0,0,0,0
1711003403,0,0,0,0
1711003404,0,0,0,0
1711003405,0,0,0,0
1711003406,0,0,0,0
1711102001,7,25,7,25
1711102003,3,8,3,8
1711102004,2,6,2,6
1711102005,1,1,1,1
1711102600,2,6,2,6
1711102804,7,24,7,24
1711202400,0,0,0,0
1711202600,0,0,0,0
1711202601,0,0,0,0
1711202602,0,0,0,0
1711202603,0,0,0,0
1711202604,0,0,0,0
1711302800,3,12,3,12
1711302801,3,16,3,16
1711302802,4,13,4,13
1711302803,6,12,6,12
1711302805,7,20,7,20
1712002002,6,15,6,15
1712002003,12,20,12,20
1712002004,9,13,9,13
1712002005,9,26,9,26
1712002006,8,12,8,12
1712002007,2,6,2,6
1712002008,6,11,6,11
1712002009,7,13,7,13
1712002011,13,35,13,35
1712002012,7,10,7,10
1712002013,10,21,10,21
1712002014,8,17,8,17
1712002015,18,48,18,48
1712002600,2,3,2,3
1712002601,0,0,0,0
1712003001,15,37,15,37
1712003002,2,7,2,7
1712003003,48,134,48,134
1712004002,20,48,20,48
1712004700,47,119,47,119
1712101001,9,24,9,24
1712101002,7,22,7,22
1712101003,6,19,6,19
1712101004,9,33,9,33
1712101005,13,26,13,26
1712101006,2,5,2,5
1712101007,9,32,9,32
1712101008,11,38,11,38
1712101009,8,22,8,22
1712101010,14,33,14,33
1712101011,0,0,0,0
1712101012,8,18,8,18
1712101013,6,12,6,12
1712101014,19,50,19,50
1712101015,16,33,16,33
1712101017,23,51,23,51
1712101018,19,48,19,48
1712101019,10,33,10,33
1712101032,11,26,11,26
1712101033,3,5,3,5
1712101034,3,8,3,8
1712101035,7,21,7,21
1712101036,4,11,4,11
1712101400,0,0,0,0
1712101600,0,0,0,0
1712101900,0,0,0,0
1712201020,17,34,17,34
1712201021,23,56,23,56
1712201022,20,50,20,50
1712201023,12,35,12,35
1712201024,3,6,3,6
1712201025,11,26,11,26
1712201026,0,0,0,0
1712201027,0,0,0,0
1712201028,6,11,6,11
1712201029,2,7,2,7
1712201030,0,0,0,0
1712201031,0,0,0,0
1712201900,0,0,0,0
1712201901,0,0,0,0
1713002001,24,45,24,45
1713002002,13,34,13,34
1713002003,12,29,12,29
1713002004,20,49,20,49
1713002005,22,55,22,55
1713002006,27,54,27,54
1713002007,21,45,21,45
1713002008,25,57,25,57
1713002009,18,58,18,58
1713002010,18,40,18,40
1713002011,16,36,16,36
1713002012,21,40,21,40
1713002013,21,40,21,40
1713002014,18,55,18,55
1713002015,19,32,19,32
1713002016,21,51,21,51
1713002017,23,54,23,54
1713002018,26,67,26,67
1713002019,10,27,10,27
1713002020,20,54,20,54
1713002021,27,68,27,68
1713002022,10,30,10,30
1713002023,14,51,13,30
1713002024,25,87,24,64
1713002400,0,0,0,0
1713002401,0,0,0,0
1713002402,0,0,0,0
1713005001,60,161,59,159
1713005002,25,77,25,77
1713005003,0,0,0,0
1713101001,0,0,0,0
1713101002,8,19,8,19
1713101003,15,43,15,43
1713101004,25,58,25,58
1713101005,20,52,20,52
1713101006,23,65,23,65
1713101007,12,28,11,25
1713101008,0,0,0,0
1713101009,21,46,21,46
1713101010,19,40,19,40
1713101011,25,75,24,73
1713101031,10,25,10,25
1713101032,0,0,0,0
1713101033,15,40,15,40
1713101034,20,49,20,49
1713101600,19,50,19,50
1713101601,3,11,3,11
1713101602,14,34,14,34
1713101603,12,27,12,27
1713103001,8,26,8,26
1713103002,21,53,21,53
1713103003,8,26,8,26
1713103004,0,0,0,0
1713103005,24,65,24,65
1713103006,34,100,34,100
1713103007,7,10,7,10
1713103008,21,61,21,61
1713103009,22,49,22,49
1713103010,18,36,18,36
1713103011,18,41,18,41
1713103012,17,40,17,40
1713103013,16,41,16,41
1713103014,15,37,15,37
1713103015,13,33,13,33
1713103016,6,10,6,10
1713103017,6,18,6,18
1713103038,17,48,17,48
1713103041,7,21,7,21
1713103400,0,0,0,0
1713103401,0,0,0,0
1713103600,20,50,20,50
1713103601,19,63,19,63
1713104002,18,54,18,54
1713104003,8,21,8,21
1713104600,30,69,30,69
1713104800,76,191,75,189
1713201010,6,21,6,21
1713201011,8,18,8,18
1713201012,16,35,16,35
1713201013,27,65,27,65
1713201014,0,0,0,0
1713201015,21,53,21,53
1713201016,20,47,20,47
1713201017,13,36,13,36
1713201018,0,0,0,0
1713201019,18,36,18,36
1713201020,22,62,22,62
1713201021,29,71,29,71
1713201022,6,14,6,14
1713201023,16,28,16,28
1713201024,18,48,18,48
1713201025,18,38,18,38
1713201026,0,0,0,0
1713201027,21,53,21,53
1713201028,18,41,18,41
1713201400,0,0,0,0
1713201401,0,0,0,0
1713201402,0,0,0,0
1713201405,0,0,0,0
1713201407,0,0,0,0
1713201408,0,0,0,0
1713201410,0,0,0,0
1713201411,0,0,0,0
1713201412,0,0,0,0
1713201413,0,0,0,0
1713201414,0,0,0,0
1713201415,0,0,0,0
1713201500,0,0,0,0
1713201501,0,0,0,0
1713201502,0,0,0,0
1713201503,0,0,0,0
1713201504,0,0,0,0
1713201505,0,0,0,0
1713201506,0,0,0,0
1713201802,0,0,0,0
1713203018,14,36,14,36
1713203019,0,0,0,0
1713203021,40,105,39,48
1713203022,1,1,1,1
1713203023,14,41,14,41
1713203024,22,51,22,51
1713203025,13,35,13,35
1713203026,21,59,21,59
1713203027,19,41,19,41
1713203028,24,54,24,54
1713203029,22,54,22,54
1713203030,21,52,21,52
1713203031,20,50,20,50
1713203032,11,37,11,37
1713203033,16,34,16,34
1713203034,20,49,20,49
1713203035,20,46,20,46
1713203036,15,40,15,40
1713203037,20,33,20,33
1713203038,7,21,7,21
1713203039,6,16,6,16
1713203500,0,0,0,0
1713203502,0,0,0,0
1713203503,0,0,0,0
1713203504,0,0,0,0
1713203600,13,38,13,38
1713203601,9,28,9,28
1713203602,3,7,3,7
1713203800,11,55,11,55
1713203801,0,0,0,0
1713203802,10,44,10,44
1713203803,7,29,7,29
1713203804,8,33,8,33
1713203806,6,31,6,31
1713203807,17,69,17,69
1713203808,17,60,17,60
1713203809,9,37,9,37
1713204400,0,0,0,0
1713204401,0,0,0,0
1713204600,4,10,4,10
1713204601,3,10,3,10
1713204602,4,16,4,16
1713204603,0,0,0,0
1713204604,0,0,0,0
1714001001,10,22,9,20
1714001002,32,90,29,79
1714001003,19,43,19,43
1714001004,5,18,5,18
1714002002,6,27,6,27
1714002004,7,15,6,14
1801001001,28,66,28,66
1801001002,30,83,30,83
1801001003,20,48,20,48
1801001004,17,46,17,46
1801001005,21,54,21,54
1801001006,26,63,26,63
1801001007,21,60,21,60
1801001008,16,33,16,33
1801001009,22,64,22,64
1801001010,28,75,28,75
1801001011,29,65,29,65
1801001012,29,75,29,75
1801001013,24,53,23,50
1801001014,29,76,29,76
1801001015,13,42,13,42
1801001400,0,0,0,0
1801001401,0,0,0,0
1801001402,0,0,0,0
1801001403,0,0,0,0
1801001404,0,0,0,0
1801001405,0,0,0,0
1801001501,0,0,0,0
1801002001,18,46,18,46
1801002002,22,48,22,48
1801002003,18,57,18,57
1801002004,17,43,17,43
1801002005,23,62,23,62
1801002006,26,73,26,73
1801002007,22,48,21,44
1801002008,27,68,27,68
1801002009,25,57,25,57
1801002010,15,43,15,43
1801002011,0,0,0,0
1801002012,25,56,25,56
1801002013,19,51,19,51
1801002014,26,67,26,67
1801002015,27,53,27,53
1801003001,24,66,24,66
1801003002,37,91,37,91
1801003003,23,52,23,52
1801003004,17,47,17,47
1801003005,27,75,27,75
1801003006,38,99,38,99
1801003007,28,72,28,72
1801003008,12,26,12,26
1801003009,17,40,17,40
1801003010,29,78,29,78
1801003011,29,69,29,69
1801003012,14,26,14,26
1801003013,27,74,27,74
1801003014,21,36,21,36
1801003015,50,97,50,97
1801003016,15,37,15,37
1801003017,19,45,19,45
1801003018,14,35,14,35
1801003019,13,26,13,26
1801003020,12,25,12,25
1801004001,25,78,25,78
1801004002,19,58,19,58
1801004003,25,76,25,76
1801004004,19,69,19,69
1801004005,22,73,22,73
1801004006,21,52,21,52
1801004007,30,64,30,64
1801004008,19,50,19,50
1801004009,26,77,26,77
1801004010,25,62,25,62
1801004011,27,66,27,66
1801004012,32,88,32,88
1801004400,0,0,0,0
1801004401,0,0,0,0
1801004403,0,0,0,0
1801004404,0,0,0,0
1801005001,27,69,27,69
1801005002,35,83,35,83
1801005003,139,288,139,288
1801005004,29,66,29,66
1801005005,34,83,34,83
1801005006,22,55,22,55
1801005007,17,44,17,44
1801005008,26,73,26,73
1801005009,29,78,29,78
1801005010,34,83,34,83
1801005011,19,47,19,47
1801005012,28,83,28,83
1801005013,20,47,20,47
1801005014,7,22,7,22
1801005015,46,107,46,107
1801005016,20,55,20,55
1801005017,30,74,30,74
1801005018,21,53,21,53
1801005019,24,54,24,54
1801005020,22,63,22,63
1801005021,27,82,27,82
1801005022,31,80,31,80
1801005023,28,75,28,75
1801005024,34,73,34,73
1801005025,24,62,24,62
1801005026,18,51,18,51
1801005400,0,0,0,0
1801005401,0,0,0,0
1801005403,0,0,0,0
1801005404,0,0,0,0
1801005405,0,0,0,0
1801006001,30,70,30,70
1801006002,29,67,29,67
1801006003,30,66,30,66
1801006004,23,58,23,58
1801006005,32,79,32,79
1801006006,26,68,26,68
1801006007,20,50,20,50
1801006008,30,73,30,73
1801006009,23,55,23,55
1801006010,21,45,21,45
1801006011,0,0,0,0
1801006012,32,73,32,73
1801006013,17,37,16,33
1801006014,18,47,18,47
1801006015,35,95,35,95
1801006016,0,0,0,0
1801007001,15,43,15,43
1801007002,0,0,0,0
1801007003,49,109,49,109
1801007004,19,51,19,51
1801007005,31,50,31,50
1801007006,26,46,26,46
1801007007,20,50,20,50
1801007008,25,67,25,67
1801007009,16,34,16,34
1801007010,33,75,33,75
1801007011,26,52,26,52
1801007012,25,50,25,50
1801007013,24,45,24,45
1801007014,22,47,22,47
1801007015,22,60,22,60
1801008001,27,49,27,49
1801008002,20,62,20,62
1801008003,31,58,31,58
1801008004,18,51,18,51
1801008005,23,59,23,59
1801008006,23,61,23,61
1801008007,23,65,23,65
1801008008,21,46,21,46
1801008009,18,44,18,44
1801008010,16,40,16,40
1801008011,18,42,18,42
1801008012,25,65,25,65
1801008013,14,42,14,42
1801008014,9,16,9,16
1801008015,16,35,16,35
1801009001,20,55,20,55
1801009002,0,0,0,0
1801009003,0,0,0,0
1801009004,23,74,23,74
1801009005,19,48,19,48
1801009006,12,42,12,42
1801009007,11,28,11,28
1801009008,25,65,25,65
1801009009,23,57,23,57
1801009010,18,43,18,43
1801009011,22,60,21,58
1801009012,25,57,25,57
1801009013,31,75,31,75
1801009014,0,0,0,0
1801009015,5,18,5,18
1801010001,21,53,21,53
1801010002,13,42,13,42
1801010003,22,60,22,60
1801010004,0,0,0,0
1801010005,25,59,25,59
1801010006,23,65,23,65
1801010007,15,41,15,41
1801010008,21,50,21,50
1801010009,26,69,26,69
1801010010,31,99,31,99
1801010400,0,0,0,0
1801010401,0,0,0,0
1801010402,0,0,0,0
1801010403,0,0,0,0
1801010500,0,0,0,0
1801011001,45,220,44,123
1801011002,0,0,0,0
1801011003,13,32,13,32
1801011004,21,52,21,52
1801011005,6,15,6,15
1801011006,19,49,19,49
1801011007,11,28,11,28
1801011008,16,42,16,42
1801011009,21,63,21,63
1801011010,19,64,19,64
1801011011,16,37,16,37
1801011012,21,55,21,55
1801011013,28,70,28,70
1801011014,26,66,25,64
1801011015,0,0,0,0
1801011400,0,0,0,0
1801011401,0,0,0,0
1801011402,0,0,0,0
1801011500,0,0,0,0
1801011502,0,0,0,0
1801011503,0,0,0,0
1801011504,0,0,0,0
1801011600,0,0,0,0
1801012001,13,30,13,30
1801012002,12,29,11,28
1801012003,20,50,20,50
1801012004,4,14,4,14
1801012005,13,32,13,32
1801012006,19,37,19,37
1801012007,15,49,14,31
1801012008,24,51,24,51
1801012009,22,49,22,49
1801012010,22,58,22,58
1801012011,13,32,13,32
1801012012,28,48,28,48
1801012013,36,92,36,92
1801012014,21,55,21,55
1801012015,24,56,24,56
1801013001,14,34,14,34
1801013002,8,21,8,21
1801013003,0,0,0,0
1801013004,6,14,6,14
1801013005,13,30,13,30
1801013006,10,20,10,20
1801013007,24,58,24,58
1801013008,23,54,23,54
1801013009,18,53,18,53
1801013010,29,61,29,61
1801013011,25,58,25,58
1801013012,22,53,22,53
1801013013,28,66,28,66
1801013014,30,81,30,81
1801013015,23,60,23,60
1801014001,25,66,25,66
1801014002,19,48,19,48
1801014003,19,44,18,43
1801014004,22,60,22,60
1801014005,25,58,25,58
1801014006,12,27,11,25
1801014007,26,51,26,51
1801014008,20,73,19,51
1801014009,23,52,23,52
1801014010,21,58,21,58
1801014011,6,14,6,14
1801014012,25,53,25,53
1801014013,29,75,29,75
1801014014,27,67,27,67
1801014015,22,46,22,46
1801016001,31,92,31,92
1801016002,23,53,23,53
1801016003,22,67,22,67
1801016004,37,85,37,85
1801016005,27,89,27,89
1801016006,10,38,10,38
1801016009,11,31,11,31
1801016011,40,113,40,113
1801016013,30,107,30,107
1801016400,0,0,0,0
1801016401,0,0,0,0
1801016402,0,0,0,0
1801016403,0,0,0,0
1801016600,4,12,4,12
1801016801,12,37,12,37
1801016802,30,81,30,81
1801016803,12,28,12,28
1801016804,10,26,10,26
1801016805,22,62,22,62
1801016806,39,117,39,117
1801016807,13,52,12,30
1801016808,30,85,30,85
1801016809,26,86,25,66
1801016810,2,3,2,3
1801017001,13,30,13,30
1801017005,17,39,17,39
1801017006,19,48,19,48
1801017007,58,136,58,136
1801017008,27,66,27,66
1801017009,21,57,21,57
1801017010,39,100,39,100
1801017011,34,97,33,94
1801017012,16,41,16,41
1801017013,8,15,8,15
1801017014,26,63,26,63
1801017015,25,82,25,82
1801017016,11,29,11,29
1801017017,22,69,22,69
1801017022,2,7,2,7
1801017024,13,31,13,31
1801017400,0,0,0,0
1801017401,0,0,0,0
1801017402,0,0,0,0
1801017403,0,0,0,0
1801017404,0,0,0,0
1801017405,0,0,0,0
1801017406,0,0,0,0
1801017407,0,0,0,0
1801017408,0,0,0,0
1801017409,0,0,0,0
1801017500,0,0,0,0
1801017600,19,51,19,51
1801017601,15,66,15,66
1801017602,36,109,36,109
1801017800,33,89,33,89
1801017801,27,69,27,69
1801017802,6,10,6,10
1801017803,37,66,37,66
1801017804,14,34,14,34
1801017805,22,46,22,46
1801017807,24,70,24,70
1801017808,23,64,23,64
1801017809,13,39,13,39
1801017811,50,170,50,170
1801017812,24,71,24,71
1801017814,14,36,14,36
1801017815,13,27,13,27
1801017816,0,0,0,0
1801017817,8,19,8,19
1801017818,10,19,10,19
1801017819,9,24,9,24
1801017821,4,10,4,10
1801018001,32,76,32,76
1801018002,32,76,32,76
1801018003,30,87,30,87
1801018005,0,0,0,0
1801018007,43,118,43,118
1801018008,37,95,37,95
1801018009,58,172,58,172
1801018400,0,0,0,0
1801018600,71,200,71,200
1801019001,59,183,59,183
1801019002,32,94,32,94
1801019003,55,156,55,156
1801019005,55,145,54,128
1801019006,56,180,56,180
1801019007,65,200,65,200
1801019009,61,168,61,168
1801019010,23,58,23,58
1801019011,26,77,26,77
1801019012,16,56,16,56
1801019013,36,93,36,93
1801019018,14,38,14,38
1801019019,38,94,38,94
1801019020,0,0,0,0
1801019021,0,0,0,0
1801019023,33,89,33,89
1801019024,16,43,16,43
1801019025,12,25,12,25
1801019026,10,22,10,22
1801019401,0,0,0,0
1801019403,0,0,0,0
1801019404,0,0,0,0
1801019405,0,0,0,0
1801019415,0,0,0,0
1801019419,0,0,0,0
1801019420,0,0,0,0
1801019421,0,0,0,0
1801019424,0,0,0,0
1801019425,0,0,0,0
1801019426,0,0,0,0
1801019427,0,0,0,0
1801019428,0,0,0,0
1801019429,0,0,0,0
1801019430,0,0,0,0
1801019500,0,0,0,0
1801019501,0,0,0,0
1801019502,0,0,0,0
1801019600,37,114,37,114
1801019601,4,12,4,12
1801019602,0,0,0,0
1801019603,7,20,7,20
1801019604,19,68,19,68
1801019605,1,2,1,2
1801019606,0,0,0,0
1801019607,0,0,0,0
1801019608,0,0,0,0
1801019609,0,0,0,0
1801020001,27,63,26,58
1801020002,68,159,68,159
1801020003,24,59,24,59
1801020004,24,62,24,62
1801020005,61,170,61,170
1801020006,34,108,34,108
1801020007,44,120,44,120
1801020008,15,49,15,49
1801020009,24,55,24,55
1801020010,16,49,16,49
1801020011,7,13,7,13
1801020012,28,88,28,88
1801020013,27,64,26,60
1801020014,38,94,38,94
1801020015,30,78,30,78
1801020016,22,65,22,65
1801023001,17,52,17,52
1801023002,29,88,29,88
1801023003,41,129,41,129
1801023004,16,58,16,58
1801023006,16,57,16,57
1801023007,26,84,26,84
1801023008,18,45,18,45
1801023009,25,77,25,77
1801023010,18,54,18,54
1801023011,24,93,24,93
1801023012,23,68,23,68
1801023013,18,60,18,60
1801023014,17,41,17,41
1801023015,30,100,30,100
1801023016,26,68,26,68
1801023017,27,67,27,67
1801023018,30,86,30,86
1801023401,0,0,0,0
1801023402,0,0,0,0
1801023403,0,0,0,0
1801023404,0,0,0,0
1801023405,0,0,0,0
1801023406,0,0,0,0
1801023407,0,0,0,0
1801023800,18,52,18,52
1801023801,30,83,30,83
1801023802,22,59,22,59
1801023803,9,24,9,24
1801024001,46,118,46,118
1801024002,22,56,22,56
1801024003,21,60,21,60
1801024004,25,63,25,63
1801024007,3,9,3,9
1801024008,9,27,9,27
1801024011,0,0,0,0
1801024012,19,57,19,57
1801024013,27,88,27,88
1801024015,23,62,23,62
1801024016,15,38,15,38
1801024017,13,41,13,41
1801024018,25,67,25,67
1801024019,14,37,14,37
1801024020,22,71,22,71
1801024021,27,55,27,55
1801024022,1,4,1,4
1801024023,27,72,27,72
1801024024,21,55,21,55
1801024025,15,45,15,45
1801024026,22,52,22,52
1801024028,0,0,0,0
1801024032,12,52,12,52
1801024034,18,87,18,87
1801024400,0,0,0,0
1801024401,0,0,0,0
1801024402,0,0,0,0
1801024403,0,0,0,0
1801024404,0,0,0,0
1801024406,0,0,0,0
1801024407,0,0,0,0
1801024408,0,0,0,0
1801024409,0,0,0,0
1801024410,0,0,0,0
1801024411,0,0,0,0
1801024412,0,0,0,0
1801024413,0,0,0,0
1801024414,0,0,0,0
1801024415,0,0,0,0
1801024416,0,0,0,0
1801024500,0,0,0,0
1801024600,37,98,37,98
1801024601,16,50,16,50
1801024602,11,59,11,59
1801024603,0,0,0,0
1801024801,19,84,19,84
1801024802,43,136,43,136
1801025001,27,85,27,85
1801025003,31,83,31,83
1801025004,30,117,30,117
1801025006,32,80,32,80
1801025007,31,81,31,81
1801025008,26,66,26,66
1801025009,22,70,22,70
1801025010,26,69,26,69
1801025011,25,65,25,65
1801025012,22,53,22,53
1801025013,23,58,23,58
1801025014,22,61,22,61
1801025015,22,63,22,63
1801025016,40,130,40,130
1801025020,36,89,36,89
1801025021,92,259,92,259
1801025023,34,110,34,110
1801025024,48,167,48,167
1801025400,0,0,0,0
1801025401,0,0,0,0
1801025402,0,0,0,0
1801025403,0,0,0,0
1801025500,0,0,0,0
1801025600,74,206,74,206
1801025601,18,48,18,48
1801025602,43,129,43,129
1801025603,1,1,1,1
1801025800,8,27,8,27
1801025801,22,68,22,68
1801025802,15,42,15,42
1801025804,0,0,0,0
1801025805,1,1,1,1
1801115003,21,47,21,47
1801115004,20,60,20,60
1801115005,16,46,16,46
1801115006,17,53,17,53
1801115008,11,36,11,36
1801115009,26,72,26,72
1801115013,27,98,27,98
1801115014,13,40,13,40
1801115015,16,41,16,41
1801115016,33,48,33,48
1801115017,30,82,30,82
1801115018,1,1,1,1
1801115019,0,0,0,0
1801115041,12,37,12,37
1801115044,8,29,8,29
1801115045,49,124,49,124
1801115046,14,29,14,29
1801115047,3,9,3,9
1801115048,7,14,7,14
1801115049,6,20,6,20
1801115050,17,54,17,54
1801115051,10,34,10,34
1801115052,12,32,12,32
1801115500,0,0,0,0
1801115501,0,0,0,0
1801115800,27,70,27,70
1801115801,14,43,14,43
1801115802,36,100,36,100
1801115803,13,42,11,34
1801115804,0,0,0,0
1801121015,25,71,25,71
1801121016,59,170,59,170
1801121021,29,86,29,86
1801121022,26,93,26,93
1801121023,43,155,43,155
1801121024,36,114,36,114
1801121026,21,61,21,61
1801121027,0,0,0,0
1801121028,73,236,73,236
1801121400,0,0,0,0
1801121401,0,0,0,0
1801121402,0,0,0,0
1801121403,0,0,0,0
1801121404,0,0,0,0
1801121405,0,0,0,0
1801121406,0,0,0,0
1801121407,0,0,0,0
1801121408,0,0,0,0
1801121409,0,0,0,0
1801121410,0,0,0,0
1801121411,0,0,0,0
1801121412,0,0,0,0
1801121413,0,0,0,0
1801121414,0,0,0,0
1801121600,9,26,9,26
1801121601,76,231,76,231
1801121602,3,6,3,6
1801121603,23,90,22,79
1801121800,92,318,92,318
1801121801,1,2,1,2
1801121802,8,32,8,32
1801122001,29,68,29,68
1801122008,11,42,11,42
1801122009,110,340,110,340
1801122012,33,92,33,92
1801122013,12,30,12,30
1801122014,59,158,59,158
1801122029,17,47,17,47
1801122030,47,137,47,137
1801122400,0,0,0,0
1801122402,0,0,0,0
1801122403,0,0,0,0
1801122404,0,0,0,0
1801122405,0,0,0,0
1801122406,0,0,0,0
1801122407,0,0,0,0
1801122408,0,0,0,0
1801122409,0,0,0,0
1801122410,0,0,0,0
1801122411,0,0,0,0
1801122412,0,0,0,0
1801122413,0,0,0,0
1801122414,0,0,0,0
1801122415,0,0,0,0
1801122521,0,0,0,0
1801122600,16,57,16,57
1801122601,37,114,37,114
1801122602,37,97,37,97
1801122603,60,164,60,164
1801122800,12,30,12,30
1801122802,40,126,40,126
1801122803,38,131,38,131
1801126001,19,57,19,57
1801126002,31,106,31,106
1801126003,17,56,17,56
1801126004,14,40,14,40
1801126005,25,68,25,68
1801126006,23,79,23,79
1801126007,26,88,26,88
1801126008,22,67,22,67
1801126009,27,76,27,76
1801126010,19,73,19,73
1801126011,43,143,43,143
1801126013,28,96,28,96
1801126026,26,70,26,70
1801126027,29,93,29,93
1801126028,19,81,19,81
1801126400,0,0,0,0
1801126401,0,0,0,0
1801126402,0,0,0,0
1801126403,0,0,0,0
1801126404,0,0,0,0
1801126405,0,0,0,0
1801126406,0,0,0,0
1801126407,0,0,0,0
1801126408,0,0,0,0
1801126409,0,0,0,0
1801126410,0,0,0,0
1801126411,0,0,0,0
1801126701,6,12,6,12
1801126702,0,0,0,0
1801126703,1,1,1,1
1801126704,15,54,15,54
1801126800,32,106,32,106
1801126801,41,145,41,145
1801126802,40,129,40,129
1801126803,40,126,40,126
1801215011,42,118,42,118
1801215012,19,58,19,58
1801215020,17,47,17,47
1801215024,10,29,10,29
1801215025,45,148,45,148
1801215026,50,141,50,141
1801215027,31,96,31,96
1801215028,25,81,25,81
1801215029,54,176,54,176
1801215030,21,72,21,72
1801215033,57,190,57,190
1801215034,27,64,27,64
1801215035,0,0,0,0
1801215036,93,298,93,298
1801215038,46,141,46,141
1801215600,19,52,19,52
1801215603,0,0,0,0
1801215605,63,206,63,206
1801215700,31,108,31,108
1801215701,17,48,17,48
1801215702,10,37,10,37
1801215703,7,26,7,26
1801215704,6,22,6,22
1801215705,4,16,4,16
1801215706,15,52,15,52
1801215707,19,53,19,53
1801215708,40,119,40,119
1801215709,11,34,11,34
1801215710,5,16,5,16
1801215711,136,408,136,408
1801221001,40,133,40,133
1801221002,26,94,26,94
1801221003,30,84,30,84
1801221004,36,101,36,101
1801221005,82,221,82,221
1801221006,41,138,41,138
1801221007,17,49,17,49
1801221008,39,124,39,124
1801221009,37,111,37,111
1801221010,47,142,47,142
1801221011,34,107,34,107
1801221012,35,93,35,93
1801221013,17,57,17,57
1801221600,14,45,14,45
1801221601,79,264,79,264
1801222003,26,79,26,79
1801222004,39,112,39,112
1801222005,36,100,36,100
1801222015,70,270,70,270
1801222017,97,283,97,283
1801222021,44,118,44,118
1801222400,0,0,0,0
1801222401,0,0,0,0
1801222402,0,0,0,0
1801222403,0,0,0,0
1801222600,70,190,70,190
1801222700,6,11,6,11
1801226015,0,0,0,0
1801226016,68,206,68,206
1801226017,45,144,45,144
1801226019,30,103,30,103
1801226020,6,24,6,24
1801226021,43,131,43,131
1801226022,57,160,57,160
1801226402,0,0,0,0
1801226403,0,0,0,0
1801226404,0,0,0,0
1801226600,62,218,62,218
1801226601,75,234,75,234
1801226602,49,151,49,151
1801226603,29,92,29,92
1801226604,29,104,29,104
1801226605,88,254,88,254
1801226800,45,123,45,123
1801226801,10,36,10,36
1801226802,21,29,21,29
1801226803,20,28,20,28
1801226804,10,13,10,13
1801226805,57,179,57,179
1801226806,13,42,13,42
1801226807,29,85,29,85
1801226808,13,44,13,44
1801226809,20,67,20,67
1801227001,28,95,28,95
